listing_id,title,company,location,rating,pay_low,pay_median,pay_high,pay_currency,easy_apply,industry,company_size,job_source,description,link
1010096888051,Research Associate – Deep Learning for Speech and Audio Coding (all genders),Fraunhofer-Institut für Integrierte Schaltungen IIS,Erlangen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/research-associate-deep-learning-for-speech-and-audio-coding-all-genders-fraunhofer-gesellschaft-JV_IC2830398_KO0,72_KE73,96.htm?jl=1010096888051"
1010118438866,Research Assistant (all genders) - Software Engineer for Speech and Audio AI Deployment,Fraunhofer-Institut für Integrierte Schaltungen IIS,Erlangen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/research-assistant-all-genders-software-engineer-for-speech-and-audio-ai-deployment-fraunhofer-gesellschaft-JV_IC2830398_KO0,83_KE84,107.htm?jl=1010118438866"
1010126722128,Manager Business Intelligence Wholesale & Operations,PUMA,Herzogenaurach,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-business-intelligence-wholesale-operations-puma-JV_IC2831060_KO0,50_KE51,55.htm?jl=1010126722128"
1010127911991,Working Student – Deep Learning for Spatial Audio (all genders),Fraunhofer-Institut für Integrierte Schaltungen IIS,Erlangen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/working-student-deep-learning-for-spatial-audio-all-genders-fraunhofer-gesellschaft-JV_IC2830398_KO0,59_KE60,83.htm?jl=1010127911991"
1010099987836,Agentic AI Research Engineer (f/m/x),Helmholtz Zentrum München,Deutschland,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/agentic-ai-research-engineer-fmx-helmholtz-zentrum-münchen-JV_KO0,32_KE33,58.htm?jl=1010099987836"
1010123647628,Project Manager Business Supporting Solutions,PUMA,Herzogenaurach,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/project-manager-business-supporting-solutions-puma-JV_IC2831060_KO0,45_KE46,50.htm?jl=1010123647628"
1010126721958,Project Manager Business Intelligence Wholesale & Operations,PUMA,Herzogenaurach,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/project-manager-business-intelligence-wholesale-operations-puma-JV_IC2831060_KO0,58_KE59,63.htm?jl=1010126721958"
1010112733320,Senior Product Owner – Checkout,PUMA,Herzogenaurach,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-product-owner-checkout-puma-JV_IC2831060_KO0,29_KE30,34.htm?jl=1010112733320"
1010101521094,Promotion an der UTN im Bereich Verkörperte Räumlich-zeitliche Künstliche Intelligenz (m/w/d) (CSAI-MI-26-01),Technische Universität Nürnberg,Nürnberg,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/promotion-an-der-utn-im-bereich-verkörperte-räumlich-zeitliche-künstliche-intelligenz-mwd-csai-mi-26-01-technische-universität-nürnberg-JV_IC4990970_KO0,103_KE104,135.htm?jl=1010101521094"
1010124530712,Senior Project Manager Business Intelligence EBP *limited 12 months*,PUMA,Herzogenaurach,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-project-manager-business-intelligence-ebp-limited-12-months-puma-JV_IC2831060_KO0,66_KE67,71.htm?jl=1010124530712"
