listing_id,title,company,location,rating,pay_low,pay_median,pay_high,pay_currency,easy_apply,industry,company_size,job_source,description,link
1009706670938,GenAI Research Student Worker,Cerence,Ulm,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/genai-research-student-worker-cerence-JV_IC2690154_KO0,29_KE30,37.htm?jl=1009706670938"
1010083596652,Working Student / Intern in Data & AI - Tech Consultant (m/f/d),Liebherr-Digital Development Center GmbH,Ulm,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/working-student-intern-in-data-ai-tech-consultant-mfd-liebherr-group-JV_IC2690154_KO0,53_KE54,68.htm?jl=1010083596652"
1010088582841,(Senior) Consultant (m/w/d) Artificial Intelligence,Ingenics AG,Ulm,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-mwd-artificial-intelligence-ingenics-JV_IC2690154_KO0,45_KE46,54.htm?jl=1010088582841"
1009894158549,(Senior) Consultant (m/w/d) Data Science & Artificial Intelligence,Ingenics AG,Ulm,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-mwd-data-science-artificial-intelligence-ingenics-JV_IC2690154_KO0,58_KE59,67.htm?jl=1009894158549"
1010106615792,"PostDoc in Electronic Structure & Magnetism in Quantum Materials, France",ILL,Deutschland,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/postdoc-in-electronic-structure-magnetism-in-quantum-materials-france-ill-JV_KO0,69_KE70,73.htm?jl=1010106615792"
1010125698762,Senior Consultant Banking Artificial Intelligence (m/w/d) - German C1,Tech Punk GmbH,Deutschland,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-banking-artificial-intelligence-mwd-german-c1-tech-punk-gmbh-JV_KO0,63_KE64,78.htm?jl=1010125698762"
1010079044116,(Senior-) Consultant (m/w/d) Managementberatung – Schwerpunkt Artificial Intelligence,STAR COOPERATION GmbH,Böblingen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-mwd-managementberatung-schwerpunkt-artificial-intelligence-star-cooperation-JV_IC2765468_KO0,76_KE77,93.htm?jl=1010079044116"
1009999078404,"Research Manager AI & Data, Simulation and Quantum (m/f/d)",TWT Science & Innovation,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/research-manager-ai-data-simulation-and-quantum-mfd-twt-JV_IC2507190_KO0,51_KE52,55.htm?jl=1009999078404"
1009998962820,Expert AI & Engineering (m/f/d),TWT Science & Innovation,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/expert-ai-engineering-mfd-twt-JV_IC2507190_KO0,25_KE26,29.htm?jl=1009998962820"
1010098989816,Werkstudent (m/w/d) – Managementberatung – Schwerpunkt Artificial Intelligence,STAR COOPERATION GmbH,Böblingen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/werkstudent-mwd-managementberatung-schwerpunkt-artificial-intelligence-star-cooperation-JV_IC2765468_KO0,70_KE71,87.htm?jl=1010098989816"
1010037622000,Testingenieur (m/w/d),Agile Robots SE,Kaufbeuren,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/testingenieur-mwd-agile-robots-germany-JV_IC2758786_KO0,17_KE18,38.htm?jl=1010037622000"
1010033542233,Doktorarbeit: Sichere KI für maritime Antriebe / Safe Artificial Intelligence for Maritime Engines,Everllence SE,Augsburg,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/doktorarbeit-sichere-ki-für-maritime-antriebe-safe-artificial-intelligence-for-maritime-engines-everllence-se-JV_IC2587487_KO0,95_KE96,109.htm?jl=1010033542233"
1010028538989,"Artificial Intelligence, Stuttgart, The Undergraduate School - Adjunct Faculty",University of Maryland Global Campus,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/artificial-intelligence-stuttgart-the-undergraduate-school-adjunct-faculty-university-of-maryland-global-campus-JV_IC2507190_KO0,74_KE75,111.htm?jl=1010028538989"
1010104355219,Linux Systems Administrator,Booz Allen,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/linux-systems-administrator-booz-allen-hamilton-JV_IC2507190_KO0,27_KE28,47.htm?jl=1010104355219"
1010056482129,Manager Business Artificial Intelligence (Human),Neura Robotics GmbH,Metzingen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-business-artificial-intelligence-human-neura-robotics-JV_IC2598787_KO0,46_KE47,61.htm?jl=1010056482129"
1010112048980,Internship in Development of AI-Based Solutions for Embedded Middleware Software,Bosch Group,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/internship-in-development-of-ai-based-solutions-for-embedded-middleware-software-bosch-JV_IC2507190_KO0,80_KE81,86.htm?jl=1010112048980"
1010104890510,AI and Data Integration & Modernization Analyst,Booz Allen,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/ai-and-data-integration-modernization-analyst-booz-allen-hamilton-JV_IC2507190_KO0,45_KE46,65.htm?jl=1010104890510"
1010109390710,Intern AI & Agentic Engineering (Zone Controller),Mercedes-Benz Group AG,Sindelfingen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/intern-ai-agentic-engineering-zone-controller-mercedes-benz-group-JV_IC2506790_KO0,45_KE46,65.htm?jl=1010109390710"
1010000866742,Consultant Business Intelligence - Dein Einstieg in AI Insights (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/consultant-business-intelligence-dein-einstieg-in-ai-insights-mwd-deloitte-JV_IC2507190_KO0,65_KE66,74.htm?jl=1010000866742"
1010075574158,Databricks Masterclass - Dein Einstieg als Consultant AI & Data (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/databricks-masterclass-dein-einstieg-als-consultant-ai-data-mwd-deloitte-JV_IC2507190_KO0,63_KE64,72.htm?jl=1010075574158"
1009396507899,Digital Testing Consultant (m/w/d),BearingPoint Germany,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/digital-testing-consultant-mwd-bearingpoint-JV_IC2507190_KO0,30_KE31,43.htm?jl=1009396507899"
1010069031970,Junior Consultant (m/w/d) IT-Security & Identity und Access Management,iC Consult Group GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/junior-consultant-mwd-it-security-identity-und-access-management-ic-consult-JV_IC2507190_KO0,64_KE65,75.htm?jl=1010069031970"
1010067682401,AI Delivery Manager,Booz Allen,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/ai-delivery-manager-booz-allen-hamilton-JV_IC2507190_KO0,19_KE20,39.htm?jl=1010067682401"
1010000865852,Senior Consultant Gen AI / Generative KI (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-gen-ai-generative-ki-mwd-deloitte-JV_IC2507190_KO0,42_KE43,51.htm?jl=1010000865852"
1009918604730,Expert AI & Engineering (m/f/d),TWT GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/expert-ai-engineering-mfd-twt-JV_IC2507190_KO0,25_KE26,29.htm?jl=1009918604730"
1010116925299,"PhD Position (m/f/div) Embodied Intelligence through Material, Mechanics and Computation",Max Planck Institute for Intelligent Systems,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/phd-position-mf-div-embodied-intelligence-through-material-mechanics-and-computation-max-planck-gesellschaft-JV_IC2507190_KO0,84_KE85,108.htm?jl=1010116925299"
1010111923014,Security Expert – AI & HPC Infrastructure (HLRS_13_2026),Höchstleistungsrechenzentrum Stuttgart (HLRS),Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/security-expert-ai-hpc-infrastructure-hlrs-13-2026-höchstleistungsrechenzentrum-JV_IC2507190_KO0,50_KE51,79.htm?jl=1010111923014"
1010109373966,Postdoctoral Researcher – Sparse Linear Systems (Software Implementation) (HLRS_10_2026),Höchstleistungsrechenzentrum Stuttgart (HLRS),Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/postdoctoral-researcher-sparse-linear-systems-software-implementation-hlrs-10-2026-höchstleistungsrechenzentrum-JV_IC2507190_KO0,82_KE83,111.htm?jl=1010109373966"
1010121495422,"Senior Software Engineer, Core Experiences - Stuttgart, Germany",Speechify,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-software-engineer-core-experiences-stuttgart-germany-speechify-JV_IC2507190_KO0,59_KE60,69.htm?jl=1010121495422"
1010112679145,Head of IT,1inch,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/head-of-it-1inch-JV_IC2507190_KO0,10_KE11,16.htm?jl=1010112679145"
1006959880173,Spark Solution Architect (M/F/D),AI.Associates GmbH,Deutschland,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/spark-solution-architect-mfd-ai-associates-gmbh-JV_KO0,28_KE29,47.htm?jl=1006959880173"
1009872619087,Manager Business Intelligence & AI (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-business-intelligence-ai-mwd-deloitte-JV_IC2507190_KO0,36_KE37,45.htm?jl=1009872619087"
1010075023586,Robotics Field Support Lead - EU (m/f/d),Sereact GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/robotics-field-support-lead-eu-mfd-sereact-gmbh-JV_IC2507190_KO0,34_KE35,47.htm?jl=1010075023586"
1010123638954,WERKSTUDENT / ABSCHLUSSARBEIT (m/w/d) IM IT-BEREICH KI-GESTÜTZTE AUTOMATISIERUNG | Start: WiSe 2026,UWT GmbH,Betzigau,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/werkstudent-abschlussarbeit-mwd-im-it-bereich-ki-gestützte-automatisierung-start-wise-2026-uwt-JV_IC2537283_KO0,90_KE91,94.htm?jl=1010123638954"
1010067682447,Infrastructure & Logistics Data Scientist,Booz Allen,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/infrastructure-logistics-data-scientist-booz-allen-hamilton-JV_IC2507190_KO0,39_KE40,59.htm?jl=1010067682447"
1010002815925,(Senior) Developer - Fokus Tax Technology (m/w/d),RSM Ebner Stolz Wirtschaftsprüfer Steuerberater Rechtsanwälte Partnerschaft mbB,Ravensburg,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-developer-fokus-tax-technology-mwd-rsm-ebner-stolz-JV_IC2805851_KO0,41_KE42,57.htm?jl=1010002815925"
1010125188325,"Data Scientist, Senior Manager",Booz Allen,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/data-scientist-senior-manager-booz-allen-hamilton-JV_IC2507190_KO0,29_KE30,49.htm?jl=1010125188325"
1010128455494,Data Scientist,Agile Defense,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/data-scientist-agile-defense-JV_IC2507190_KO0,14_KE15,28.htm?jl=1010128455494"
1010125623771,Werkstudent*in Mitarbeit bei AI Use Cases im Garantie & Kulanz Bereich,Mercedes-Benz Group AG,Böblingen,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/werkstudent-in-mitarbeit-bei-ai-use-cases-im-garantie-kulanz-bereich-mercedes-benz-group-JV_IC2765468_KO0,68_KE69,88.htm?jl=1010125623771"
1007188188097,"Senior Consultant - Cyber Security Technology, Transformation & Defense (w/m/d)",KPMG,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-cyber-security-technology-transformation-defense-wmd-kpmg-JV_IC2507190_KO0,70_KE71,75.htm?jl=1007188188097"
1010124149092,Consultant AI & Data Engineering (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/consultant-ai-data-engineering-mwd-deloitte-JV_IC2507190_KO0,34_KE35,43.htm?jl=1010124149092"
1009915206445,Praktikum Logistik: Data Science & Process Mining,Dr. Ing. h.c. F. Porsche AG,Deutschland,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/praktikum-logistik-data-science-process-mining-porsche-JV_KO0,46_KE47,54.htm?jl=1009915206445"
1009866850290,Senior Consultant Cloud Analytics & Data Science (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-cloud-analytics-data-science-mwd-deloitte-JV_IC2507190_KO0,50_KE51,59.htm?jl=1009866850290"
1009753421050,AI Engineer (w|m|d),BridgingIT GmbH,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/ai-engineer-w-m-d-bridgingit-JV_IC2507190_KO0,17_KE18,28.htm?jl=1009753421050"
1009949077439,Werkstudent (m/w/d) - Talent für Support-Aufgaben in der Entwicklung von Steuergeräten,TWT Science & Innovation,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/werkstudent-mwd-talent-für-support-aufgaben-in-der-entwicklung-von-steuergeräten-twt-JV_IC2507190_KO0,80_KE81,84.htm?jl=1009949077439"
1010000866753,Manager AI & Data Engineering (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-ai-data-engineering-mwd-deloitte-JV_IC2507190_KO0,31_KE32,40.htm?jl=1010000866753"
1010042471133,Senior UX Designer,Agile Defense,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/senior-ux-designer-agile-defense-JV_IC2507190_KO0,18_KE19,32.htm?jl=1010042471133"
1009962649868,Manager Data Architecture & Analytics (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-data-architecture-analytics-mwd-deloitte-JV_IC2507190_KO0,39_KE40,48.htm?jl=1009962649868"
1009933317592,Senior Consultant AI & Data Architecture (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-ai-data-architecture-mwd-deloitte-JV_IC2507190_KO0,42_KE43,51.htm?jl=1009933317592"
1010125466093,Bid Management Analyst (all genders),Accenture,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/bid-management-analyst-all-genders-accenture-JV_IC2507190_KO0,34_KE35,44.htm?jl=1010125466093"
1010126694006,Lead AI Engineer (w/m/d) IT-Consulting,MaibornWolff GmbH,Augsburg,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/lead-ai-engineer-wmd-it-consulting-maibornwolff-JV_IC2587487_KO0,34_KE35,47.htm?jl=1010126694006"
1009970760863,(Senior) Manager - AI Security (w/m/d),KPMG,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-manager-ai-security-wmd-kpmg-JV_IC2507190_KO0,30_KE31,35.htm?jl=1009970760863"
1009985212462,Werkstudent Data Governance (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/werkstudent-data-governance-mwd-deloitte-JV_IC2507190_KO0,31_KE32,40.htm?jl=1009985212462"
1010000866765,Senior Consultant AI & Data Engineering (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-ai-data-engineering-mwd-deloitte-JV_IC2507190_KO0,41_KE42,50.htm?jl=1010000866765"
1010000865916,Manager Data Management Strategy (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/manager-data-management-strategy-mwd-deloitte-JV_IC2507190_KO0,36_KE37,45.htm?jl=1010000865916"
1010000863520,Senior Consultant Cloud Data Engineering / Databricks (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-cloud-data-engineering-databricks-mwd-deloitte-JV_IC2507190_KO0,55_KE56,64.htm?jl=1010000863520"
1009742946014,IT Consultant Microsoft 365 (m/w/d),Skaylink,Stuttgart,,,,,EUR,True,,,,,"https://www.glassdoor.de/job-listing/it-consultant-microsoft-365-mwd-skaylink-JV_IC2507190_KO0,31_KE32,40.htm?jl=1009742946014"
1009975313011,Senior Consultant Cloud Data Engineering / Azure / GCP (m/w/d),Deloitte Consulting GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/senior-consultant-cloud-data-engineering-azure-gcp-mwd-deloitte-JV_IC2507190_KO0,54_KE55,63.htm?jl=1009975313011"
1010000866173,Consultant IT-Assurance / Financial Services (m/w/d),Deloitte GmbH,Stuttgart,,,,,EUR,False,,,,,"https://www.glassdoor.de/job-listing/consultant-it-assurance-financial-services-mwd-deloitte-JV_IC2507190_KO0,46_KE47,55.htm?jl=1010000866173"
